time_sec,x,y,ref_x,ref_y,path_error_m,heading_error_rad,heading_error_deg,linear_velocity_mps,angular_velocity_radps
0.02,9.600788030062297e-09,-2.2140514371747e-21,-0.004099797678237288,0.009800949585576063,0.010623889706889496,0.8913713135510466,51.07181424550733,1.5905893106104448e-13,-2.1061831368707648e-13
0.04,7.035547986564245e-05,2.880875327570016e-07,-0.004099797678237288,0.009800949585576063,0.010650969118407221,0.8838209364704647,50.639209505057686,0.005547993543746374,0.6469983980270544
0.060000000000000005,0.0002996285644956782,5.280446642870069e-06,-0.004099797678237288,0.009800949585576063,0.010738253356328284,0.8586108720727909,49.19477921381796,0.01338146208136958,1.6043401204169399
0.08,0.0011645115042331323,5.713941762030694e-05,-0.004099797678237288,0.009800949585576063,0.011074962201190591,0.8236470766604759,47.19150130093344,0.05349999998213027,2.2000000000262974
0.1,0.0025273879062968903,0.00019558530917317474,-0.004099797678237288,0.009800949585576063,0.011669730573336062,0.791586717767977,45.35457804671853,0.0734999999821293,2.200000000028165
0.12000000000000001,0.004278758595691492,0.00045076423060333025,-0.004099797678237288,0.009800949585576063,0.012554926180895605,0.7635041708474374,43.74556663019351,0.09349999998218403,2.1538803039981587
0.14,0.006291547086634228,0.0008305069034550875,-0.004099797678237288,0.009800949585576063,0.01372766869995195,0.739430578219477,42.36625137489413,0.10352530019460308,2.056567704452637
0.16,0.00836967011653492,0.0013104261552864774,-0.004099797678237288,0.009800949585576063,0.015085642684524836,0.7178942724463451,41.132311947790434,0.10767264808320046,1.9610078856021542
0.18000000000000002,0.010505332046537556,0.001891270941821231,-0.004099797678237288,0.009800949585576063,0.01660941993342853,0.6988784517867141,40.04278568001591,0.1116280413540208,1.8672715509116344
0.2,0.0126912430187574,0.0025729196029544675,-0.004099797678237288,0.009800949585576063,0.01828068557570554,0.6823818443211345,39.09759969595419,0.11539523563091798,1.7753560006031042
0.22,0.01492416353799895,0.0033554929386408914,-0.004099797678237288,0.009800949585576063,0.020086189577527672,0.6685420885240201,38.304640099287816,0.11897787334832488,1.6852877208687385
0.24000000000000002,0.017184473509173737,0.004233149143157543,-0.004099797678237288,0.009800949585576063,0.022000468216514187,0.6568999004785647,37.63759185998556,0.12237063130255237,1.597376373399435
0.26,0.01948290327823779,0.005209679495816888,-0.004099797678237288,0.009800949585576063,0.024025477007536142,0.64810478644861,37.133668945732865,0.12561329572970606,1.510670851630715
0.28,0.02177682078156155,0.006267069461348319,-0.004099797678237288,0.009800949585576063,0.026116808603778793,0.6407333353743653,36.71131591029146,0.1269853644065822,1.4637879263735427
0.30000000000000004,0.024123586736988223,0.007430659054350727,-0.004099797678237288,0.009800949585576063,0.028322741834999145,0.637366225075005,36.51839470098309,0.1316389453893972,1.341781937667305
0.32,0.02648935803946295,0.008682149596369088,-0.004099797678237288,0.009800949585576063,0.03060960896414005,0.6369070887456587,36.49208812709042,0.13435159352794668,1.262263061280902
0.34,0.028868669133443305,0.010017034648567645,-0.004099797678237288,0.009800949585576063,0.03296917494671853,0.639416549774868,36.63586965291666,0.13689997531343268,1.185372824029469
0.36000000000000004,0.03125396417421441,0.011429369526683034,-0.004099797678237288,0.009800949585576063,0.0353912450844056,0.6448441019920382,36.946845488047394,0.13929378803268025,1.1111024899442759
0.38,0.03365101885768796,0.012919955873705645,-0.004099797678237288,0.009800949585576063,0.037879444945174146,0.6537849915727828,37.459120726116545,0.14155312817961802,1.0390653116674344
0.4,0.03605320505599896,0.014482219874583615,-0.004099797678237288,0.009800949585576063,0.040424966544133696,0.6662606323414878,38.17392228888469,0.14365286995644105,0.9704289482647223
0.42000000000000004,0.03846010722983871,0.016113040956579585,-0.004099797678237288,0.009800949585576063,0.043025434376196235,0.6826292960090226,39.11177763330356,0.14561431876199918,0.9047651413771117
0.44,0.04086810330525003,0.0178071734620629,-0.004099797678237288,0.009800949585576063,0.045675066936143045,0.7031121522375655,40.285358847572326,0.14743698180613823,0.842384109480507
0.46,0.04327140063603008,0.01955808345938372,0.052827187242635916,0.06540357743784331,0.04683078448841064,0.3289377523580467,18.846744932635517,0.14913422609382604,0.7830696362929161
0.48000000000000004,0.04563652634138629,0.021338496263462767,0.052827187242635916,0.06540357743784331,0.044647922494798195,0.321262095783493,18.40696220592175,0.14782237055235029,0.7798276854303878
0.5,0.04799037969677903,0.023167355068475354,0.052827187242635916,0.06540357743784331,0.042512271019910904,0.31456603424696217,18.02330614051865,0.14938299850795467,0.7236486617152534
0.52,0.05034267012062008,0.025048790399747164,0.052827187242635916,0.06540357743784331,0.04043119664590305,0.30914539528127327,17.712726405520513,0.15085276744290105,0.6697712621105104
0.54,0.052691531362407715,0.026978244053154653,0.052827187242635916,0.06540357743784331,0.038425572842084074,0.30490659234535833,17.469860887104925,0.15220847318701156,0.6192955082498993
0.56,0.055037506435573647,0.028952988511219798,0.052827187242635916,0.06540357743784331,0.036517542962696124,0.3018730592154837,17.296052241749997,0.15346220692979803,0.5719264732487568
0.5800000000000001,0.05737820464035921,0.030968204127634277,0.052827187242635916,0.06540357743784331,0.03473480523002593,0.29991605449742653,17.183924130918133,0.15461553368548872,0.5277595134441233
0.6000000000000001,0.05971007454070004,0.03301850754030627,0.052827187242635916,0.06540357743784331,0.0331084111643282,0.2988449600388531,17.122554938982024,0.1556843030030966,0.4862874452235717
0.62,0.062043158182788966,0.035109207440399005,0.052827187242635916,0.06540357743784331,0.03166516972813819,0.2992025209520178,17.14304167022521,0.15669005534494765,0.4467336435705869
0.64,0.06436930212259295,0.03723050613735793,0.052827187242635916,0.06540357743784331,0.030445728147054697,0.3005350255730249,17.21938856119059,0.1575874780120307,0.41105221535650427
0.66,0.06669216249955608,0.03938292840307293,0.052827187242635916,0.06540357743784331,0.02948409257660315,0.30305397092267783,17.36371349854981,0.15842385501407036,0.37739053720064375
0.68,0.06900983922281173,0.041562328534050244,0.052827187242635916,0.06540357743784331,0.02881463819665453,0.3066605434704998,17.570354884047756,0.15918536842689374,0.3463866206848861
0.7000000000000001,0.07132253863178291,0.04376664968058776,0.052827187242635916,0.06540357743784331,0.02846462130049717,0.3113877269468792,17.841202546228274,0.1598874430788421,0.3174611566266763
0.7200000000000001,0.07361845327298365,0.045982181690831354,0.052827187242635916,0.06540357743784331,0.02845113979978211,0.31724731481765445,18.176932200909743,0.15946606465908686,0.29193605630614505
0.74,0.07589328044074083,0.04820234020155543,0.052827187242635916,0.06540357743784331,0.028773724435371906,0.3242432644869804,18.577770590648065,0.158874534772885,0.268417916698229
0.76,0.07814945464101607,0.05042745051486264,0.052827187242635916,0.06540357743784331,0.029419408624380822,0.33236952562947975,19.043371057334436,0.15833299555839658,0.24646369334864687
0.78,0.0803870535467656,0.052655399337874,0.052827187242635916,0.06540357743784331,0.030365478352399458,0.3417852198866358,19.582850599455043,0.15783128673221256,0.2257259957373333
0.8,0.08260899225854042,0.05488728017765262,0.052827187242635916,0.06540357743784331,0.03158398990105665,0.3525057240567596,20.197090242655538,0.15737568695499693,0.20650712283822728
0.8200000000000001,0.0848156634430742,0.05712166213796054,0.052827187242635916,0.06540357743784331,0.03304319492210823,0.36469754988412806,20.895630407122344,0.15695498490756707,0.18840158580415728
0.8400000000000001,0.08700873025047753,0.059358544277768925,0.052827187242635916,0.06540357743784331,0.034711962034770165,0.37847694541229465,21.68513161512773,0.1565727503309057,0.1715938916812317
0.8600000000000001,0.08918963668142922,0.06159791598128945,0.052827187242635916,0.06540357743784331,0.036561055623582576,0.39399054677905765,22.573995498491634,0.15622452049642405,0.1559397933760748
0.88,0.09135943141635869,0.06383948380338617,0.052827187242635916,0.06540357743784331,0.03856397580593503,0.4114340113074848,23.573432396056667,0.15590637901517143,0.141310496330491
0.9,0.09351873750112577,0.06608251816670548,0.052827187242635916,0.06540357743784331,0.0406972139458282,0.4310655905629719,24.69823903257266,0.1556164433805685,0.1276560761981349
0.92,0.09566863335214754,0.06832683526979079,0.052827187242635916,0.06540357743784331,0.04294106357679361,0.4531614973926133,25.9642412384254,0.15535566945275409,0.11504211245452844
0.9400000000000001,0.0978101200531252,0.07057228466816876,0.052827187242635916,0.06540357743784331,0.04527891097040444,0.4780539557734534,27.390474045352594,0.1551218010387167,0.10339929865403694
0.9600000000000001,0.09994436007569789,0.07281907778288749,0.11182083569849667,0.11882057853699914,0.047509880497107845,0.13588625061656,7.7857086541858695,0.15491267387776136,0.09265889301965888
0.9800000000000001,0.10207195521844059,0.07506689020096113,0.11182083569849667,0.11882057853699914,0.04482662059113498,0.1377063606136817,7.88999327527051,0.15472413396445706,0.08266511915908364
1.0,0.10421982149764515,0.07734508855601284,0.11182083569849667,0.11882057853699914,0.04216623869927742,0.13862452774342127,7.942600376692228,0.15828166221252965,0.18345255054683443
1.02,0.10639086840268161,0.07966340528057729,0.11182083569849667,0.11882057853699914,0.03953187020957975,0.13901672122775344,7.965071408096992,0.158822240697757,0.1721481057594381
1.04,0.10855861406510964,0.08199368656193294,0.11182083569849667,0.11882057853699914,0.03697109766464249,0.13981320175003586,8.01070638048815,0.15916766735663973,0.15774533044571673
1.06,0.11072288003494096,0.08433465036483814,0.11182083569849667,0.11882057853699914,0.034503401984943186,0.14099094401832102,8.078186041815053,0.15948603857259064,0.1443707902299817
1.08,0.11288482289816947,0.08668635032584153,0.11182083569849667,0.11882057853699914,0.03215183807323969,0.14261117171482365,8.171018250674859,0.1597814674231583,0.13185734848945344
1.1,0.1150436062129667,0.08904666229835173,0.11182083569849667,0.11882057853699914,0.029947826932432496,0.14468488715571437,8.289833393349006,0.1599498125031032,0.12043389499350951
1.12,0.11719403079294718,0.09140880333408953,0.11182083569849667,0.11882057853699914,0.027933432393779985,0.14718789748784122,8.433245321457514,0.15970666002241424,0.11020697604375781
1.1400000000000001,0.11933671324158826,0.09377256334202629,0.11182083569849667,0.11882057853699914,0.02615131890460478,0.15010121118203046,8.600165900532224,0.15948522337843957,0.10076835493969502
1.16,0.12147200006070123,0.09613743336565968,0.11182083569849667,0.11882057853699914,0.024650964451930636,0.15346318418152494,8.792792764240195,0.15928085508573817,0.09193628897567925
1.18,0.12360032449134117,0.09850298244961168,0.11182083569849667,0.11882057853699914,0.023485337276500227,0.15731246039302493,9.013340045339252,0.15909433288296138,0.08375535599996348
1.2,0.12572277646434984,0.10086970931166196,0.11182083569849667,0.11882057853699914,0.02270457361419605,0.16164372066096822,9.261502978665105,0.15892600432305462,0.07625207425028362
1.22,0.12783964248998528,0.10323722891868872,0.11182083569849667,0.11882057853699914,0.02234822042914238,0.166507699890735,9.540188460170034,0.15877124894726619,0.06924124735128642
1.24,0.12995143558699107,0.10560545184387664,0.11182083569849667,0.11882057853699914,0.022435646320798336,0.17194617784366084,9.851790293847632,0.15863066320541547,0.06275670887232951
1.26,0.1320585610131382,0.10797419496056024,0.11182083569849667,0.11882057853699914,0.022961044457910144,0.17801543038122247,10.199532849048978,0.15850320442603802,0.05676250040370819
1.28,0.1341618906688125,0.11034397474892238,0.11182083569849667,0.11882057853699914,0.02389509466327161,0.18474273255081416,10.584978870875785,0.1583884805836232,0.05124959842770817
1.3,0.13626119239656972,0.11271397840618026,0.11182083569849667,0.11882057853699914,0.02519169705849055,0.19224629284663353,11.01490120714817,0.15828212235530978,0.04603843876350468
1.32,0.1383570451469121,0.11508432871287778,0.11182083569849667,0.11882057853699914,0.026797947209411758,0.2006033506959574,11.493725351061103,0.15818796101078472,0.041297663183181156
1.34,0.14044992633757894,0.11745513366129214,0.11182083569849667,0.11882057853699914,0.02866163412175556,0.2099118485568091,12.027062992094463,0.15810394345156104,0.036946082805962975
1.36,0.14254004762822667,0.11982621057224328,0.11182083569849667,0.11882057853699914,0.030735667836797934,0.22031139669473399,12.622913209240693,0.15802831065368572,0.03291373062263257
1.38,0.14462772928412482,0.1221975261876889,0.11182083569849667,0.11882057853699914,0.032980237145512285,0.2319617336787021,13.290428348327238,0.15796127348674388,0.029214110665049663
1.4,0.14671332959030534,0.12456915479821314,0.11182083569849667,0.11882057853699914,0.03536286553746597,0.24505322519724704,14.040515559871176,0.15790210534180335,0.02582051322818496
1.42,0.1487970489436739,0.1269410085127892,0.11182083569849667,0.11882057853699914,0.03785738671573264,0.25983499130367993,14.887448371519309,0.15784944623303265,0.022678523435362696
1.44,0.1508790922232123,0.12931301470740728,0.11182083569849667,0.11882057853699914,0.040443029307169615,0.2766174468608929,15.849012244813485,0.1578031465874333,0.019785018435924256
1.46,0.15295973038342608,0.13168522258956228,0.11182083569849667,0.11882057853699914,0.04310345371889429,0.29578429389298466,16.94719168632519,0.15776299785137393,0.017134216531225488
1.48,0.1550391057781757,0.1340575380859573,0.17111643323240885,0.17190420451532856,0.04111995401124297,0.046792691506612145,2.681023735386529,0.1577279341776497,0.014683279611193284
1.5,0.157038703423959,0.13634579101628902,0.17111643323240885,0.17190420451532856,0.03824373474346347,0.04462671216023906,2.556922260326847,0.15049504977357325,0.20645157266222305
1.52,0.1590139539710484,0.13862445628760198,0.17111643323240885,0.17190420451532856,0.03541202686055305,0.04182554613727529,2.396427269495577,0.15083124560236888,0.19562574705095023
1.54,0.1609855238638024,0.14091649353012015,0.17111643323240885,0.17190420451532856,0.03260174162123435,0.039248290771232035,2.2487614142938543,0.15122574484340567,0.18205709699400244
1.56,0.1629537701782961,0.14322118197822442,0.17111643323240885,0.17190420451532856,0.029821885419922756,0.03688952107990484,2.11361386613743,0.15159392963240978,0.16951185805143262
1.58,0.16491886276147247,0.14553765796548884,0.17111643323240885,0.17190420451532856,0.027085137191956172,0.03473292966676256,1.9900502800302233,0.1519367169201952,0.15795618422704408
1.6,0.16688051093982992,0.14786466766644643,0.17111643323240885,0.17190420451532856,0.02440988262113378,0.03274159078838479,1.8759549667188622,0.1522560959907951,0.14730859820259387
1.62,0.16883974793940462,0.15020245125682424,0.17111643323240885,0.17190420451532856,0.021820847609943676,0.030947106991838225,1.7731386187721312,0.15255603698022674,0.13739960333167617
1.6400000000000001,0.1707961054060912,0.1525496066161919,0.17111643323240885,0.17190420451532856,0.01935724850678883,0.029305287778415456,1.6790693071195182,0.15283380888535536,0.1283555135993264
1.6600000000000001,0.17275009952865958,0.15490592715121534,0.17111643323240885,0.17190420451532856,0.01707660091806415,0.02782421327164586,1.5942099887372,0.15309413754836104,0.11997382136230346
1.6800000000000002,0.1747016818209548,0.1572706061627474,0.17111643323240885,0.17190420451532856,0.015066393337037787,0.02648470217382937,1.5174616562213796,0.15333659970119537,0.11227838809236419
1.7000000000000002,0.17665097686843184,0.15964310701658826,0.17111643323240885,0.17190420451532856,0.013452348684622256,0.025278282813291916,1.448338918539712,0.15356346510739388,0.10517453538775798
1.7200000000000002,0.17859825270225504,0.1620230894806877,0.17111643323240885,0.17190420451532856,0.012394113800799772,0.02420459184368129,1.386820957479714,0.1537759453399054,0.09861374853413832
1.74,0.18054347193009737,0.16440991389884296,0.17111643323240885,0.17190420451532856,0.012042983453117459,0.02324991167691104,1.332121813138933,0.15397448499107766,0.09258106056715328
1.76,0.182486739842769,0.16680316203152845,0.17111643323240885,0.17190420451532856,0.012462122886375871,0.02240929810628145,1.283958203340435,0.1541608538654898,0.08700319635655125
1.78,0.18442827827821387,0.16920257501143546,0.17111643323240885,0.17190420451532856,0.013583225703043782,0.021684415851869865,1.2424255095187229,0.15433597561326504,0.08184359886930644
1.8,0.18636783100950566,0.17160740583837608,0.17111643323240885,0.17190420451532856,0.015254285417871074,0.021056679920949395,1.2064588900282642,0.15450017877048222,0.07709172692544133
1.82,0.1883056082190822,0.17401749560869864,0.17111643323240885,0.17190420451532856,0.01731859509220636,0.020531136890956536,1.1763474924571562,0.15465578778593309,0.07264933501028095
1.84,0.1902415045785961,0.17643234559153798,0.17111643323240885,0.17190420451532856,0.01965381427618586,0.020100025413128053,1.1516466242779364,0.15480286342018781,0.06851682062139834
1.86,0.19217627394907233,0.17885246374747804,0.17111643323240885,0.17190420451532856,0.022176455924434527,0.019795202316320926,1.1341815473327803,0.15494278981672552,0.06463665323079572
1.88,0.19410961687504083,0.18127709549783244,0.17111643323240885,0.17190420451532856,0.024830174775738113,0.019602451003375543,1.1231377106054043,0.1550732271734523,0.06111374079756371
1.9,0.19604168212193124,0.18370608192782867,0.17111643323240885,0.17190420451532856,0.027578113471815238,0.019530668563044973,1.1190248797313131,0.1551965115308335,0.057849412150833016
1.92,0.19797244947257808,0.1861390893318857,0.17111643323240885,0.17190420451532856,0.030395354152121374,0.019584541085784557,1.1221115479160138,0.1553128632214809,0.05483670451047682
1.94,0.19990190396357965,0.18857582664710812,0.17111643323240885,0.17190420451532856,0.03326479084136758,0.019773104290253696,1.132915423703558,0.15542313918033707,0.05204076846338292
1.96,0.2018303181990771,0.19101635035163764,0.17111643323240885,0.17190420451532856,0.03617480958089587,0.020121925896077753,1.1529014295202524,0.1555280594925143,0.0494324528297653
1.98,0.2037574692379072,0.193460151769557,0.17111643323240885,0.17190420451532856,0.0391164427516015,0.02064270256814693,1.1827397348986848,0.15562718522980634,0.04703301302345919
2.0,0.20568360312409112,0.19590730516301338,0.22883813117582644,0.22668397688497552,0.038514097309686766,-0.04437528927904589,-2.542516790361459,0.15572197109040148,0.044781161044182144
2.02,0.20742316811866054,0.19813051446809077,0.22883813117582644,0.22668397688497552,0.035691747767967734,-0.05116199417027679,-2.931366337429782,0.13857266763966786,0.3238441645877534
2.04,0.20912339410120334,0.20033199861850126,0.22883813117582644,0.22668397688497552,0.03291044843933686,-0.058684782598506846,-3.3623903645372186,0.13913663706955487,0.30734236214210664
2.06,0.21081782815919517,0.20255337331967985,0.22883813117582644,0.22668397688497552,0.03011672872734803,-0.06605470089012055,-3.78465557800295,0.139754622154388,0.28807272195533956
2.08,0.21250639675987792,0.20479312217247558,0.22883813117582644,0.22668397688497552,0.027311811896629228,-0.07332101088365472,-4.200984473266191,0.1403346215269094,0.2703363141058797
2.1,0.21419003688153665,0.20705102507302908,0.22883813117582644,0.22668397688497552,0.024495294717651713,-0.08048712784667424,-4.6115727307443155,0.14088061507870622,0.2539552737081466
2.12,0.21586823700699523,0.2093251435209768,0.22883813117582644,0.22668397688497552,0.02166903898445329,-0.08762602953690135,-5.020601667953139,0.14139180183612016,0.23897057953333256
2.14,0.21754151402857205,0.21161495547706505,0.22883813117582644,0.22668397688497552,0.01883318786514131,-0.09476015449164532,-5.429356918378928,0.14187423840344854,0.22511153248127092
2.16,0.21921034137649598,0.21391990765133878,0.22883813117582644,0.22668397688497552,0.015987989236334994,-0.10191637195071235,-5.839377976061303,0.14232861918253986,0.21235127692519407
2.18,0.2208740496600465,0.2162380973583606,0.22883813117582644,0.22668397688497552,0.013135562168195928,-0.10917257431645344,-6.255127746911111,0.14275587378751453,0.20065266176705343
2.2,0.2225336074727609,0.21856983747435363,0.22883813117582644,0.22668397688497552,0.010275518356634006,-0.11653400292422644,-6.676906537323369,0.14316185855712674,0.18975604847872377
2.22,0.2241891654205742,0.22091435220126704,0.22883813117582644,0.22668397688497552,0.007409551375378005,-0.12404656500672218,-7.107344637980387,0.14354463963805048,0.179753267211865
2.24,0.2258406309390412,0.2232706382409861,0.22883813117582644,0.22668397688497552,0.004542674142845713,-0.13176812364283252,-7.549757359092302,0.143906146728752,0.1705625944469456
2.26,0.22748772209057685,0.22563755438225222,0.22883813117582644,0.22668397688497552,0.0017083924466381561,-0.1397651505017592,-8.007953246761563,0.14424911005386645,0.1620662972115668
2.2800000000000002,0.22913120693464378,0.22801541719251878,0.22883813117582644,0.22668397688497552,0.0013633145979403463,-0.1480663029201346,-8.483574245429288,0.1445766411672475,0.15412927236358245
2.3,0.23077083084350547,0.23040316870871738,0.22883813117582644,0.22668397688497552,0.00419138590769628,-0.1567471944639617,-8.980952693301388,0.1448872806563889,0.1468212525517973
2.32,0.2324069086439805,0.2328006039939875,0.22883813117582644,0.22668397688497552,0.007081617033411535,-0.16586765069495257,-9.503516342570958,0.14518384653121608,0.1400206603579396
2.34,0.23403990624892348,0.23520772616068758,0.22883813117582644,0.22668397688497552,0.009985627953528796,-0.17549217041317336,-10.05496070226545,0.14546660808820722,0.13371959775479447
2.36,0.23566943032295568,0.23762339587053338,0.22883813117582644,0.22668397688497552,0.01289719100343763,-0.18572629168811117,-10.641332658344432,0.14573530749623642,0.1279338974074368
2.38,0.23729574841270645,0.24004747194481088,0.22883813117582644,0.22668397688497552,0.0158150020404619,-0.1966644260632533,-11.268041593787041,0.14599291102361245,0.12253535079866099
2.4,0.23891896310954203,0.24247960062879936,0.22883813117582644,0.22668397688497552,0.018738327084675186,-0.208423420984854,-11.941782374110531,0.14623960143988757,0.11751948347269585
2.42,0.24053889003734374,0.2449190696855448,0.22883813117582644,0.22668397688497552,0.021666249499642284,-0.22114886876981643,-12.670896824602979,0.14647614499269102,0.11285574284501665
2.44,0.24215616668472142,0.24736636335097953,0.22883813117582644,0.22668397688497552,0.02459941421549167,-0.23498825146879754,-13.463835044320968,0.1467041883476239,0.10847415114888237
